@relation 'Features file for classes'

@attribute URI1 string
@attribute URI2 string
@attribute SIM1-labels numeric
@attribute SIM2-comments numeric
@attribute SIM3-equiv numeric
@attribute SIM4-sub numeric
@attribute SIM5-super numeric
@attribute SIM6-directSuper numeric
@attribute SIM7-directSub numeric
@attribute SIM8-prop numeric
@attribute SIM9-directProp numeric
@attribute SIM10-related numeric
@attribute reference numeric

@data
http://cmt_en#c-0430420-0075813,http://conference_es#c-5879593-5346068,0,0,0,0,0.24515,0,0,0,0,0.456978,0
http://cmt_en#c-8313706-4430806,http://conference_es#c-5879593-5346068,0.311519,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2079829-2275666,http://conference_es#c-5879593-5346068,0,0,0,0,0.90778,0,0,0,0,0.47475,0
http://cmt_en#c-3969637-3563037,http://conference_es#c-5879593-5346068,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4413043-1523228,http://conference_es#c-5879593-5346068,0,0,0,0,0.24515,0,0,0,0,0.456978,0
http://cmt_en#c-7224102-6220619,http://conference_es#c-5879593-5346068,0,0,0,0,0.90778,0,0,0,0,0.431841,0
http://cmt_en#c-1611583-0668331,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-9519178-7885109,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.323762,0
http://cmt_en#c-6062733-3218604,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.383211,0
http://cmt_en#c-3945313-3684065,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.335568,0
http://cmt_en#c-1819859-8467443,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.369722,0
http://cmt_en#c-1998894-5296562,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.475766,0
http://cmt_en#c-3355504-9442806,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.317699,0
http://cmt_en#c-8693270-2767092,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6817901-7377121,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.323762,0
http://cmt_en#c-2282104-8815481,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.541332,0
http://cmt_en#c-3959626-1362323,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-1384588-1366831,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3017177-8896532,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.541332,0
http://cmt_en#c-8066557-3199962,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.335568,0
http://cmt_en#c-3387453-2881212,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.323762,0
http://cmt_en#c-6029021-0998116,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.541332,0
http://cmt_en#c-5375467-1655905,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4062369-5383392,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.379599,0
http://cmt_en#c-5409377-9286012,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.672215,0
http://cmt_en#c-2074692-1147118,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.374072,0
http://cmt_en#c-8707801-9291338,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.475766,0
http://cmt_en#c-3027646-3365825,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.427101,0
http://cmt_en#c-5994448-5980560,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-5343668-8121191,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.374072,0
http://cmt_en#c-0430420-0075813,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.672215,0
http://cmt_en#c-8313706-4430806,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2079829-2275666,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.335568,0
http://cmt_en#c-3969637-3563037,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4413043-1523228,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.672215,0
http://cmt_en#c-7224102-6220619,http://conference_es#c-9750016-0273775,0,0,0,0,0,0,0,0,0,0.477188,0
http://cmt_en#c-1611583-0668331,http://conference_es#c-9662016-0840354,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-9519178-7885109,http://conference_es#c-9662016-0840354,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6062733-3218604,http://conference_es#c-9662016-0840354,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-3945313-3684065,http://conference_es#c-9662016-0840354,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-1819859-8467443,http://conference_es#c-9662016-0840354,0,0,0,0,0.746227,0,0,0.192118,0,0,0
http://cmt_en#c-1998894-5296562,http://conference_es#c-9662016-0840354,0,0,0,0,0.713082,0,0,0.441661,0,0,0
http://cmt_en#c-3355504-9442806,http://conference_es#c-9662016-0840354,0,0,0,0,0.786997,0,0,0.500946,0,0,0
http://cmt_en#c-8693270-2767092,http://conference_es#c-9662016-0840354,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6817901-7377121,http://conference_es#c-9662016-0840354,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-2282104-8815481,http://conference_es#c-9662016-0840354,0,0,0,0,0.239926,0,0,0,0,0,0
http://cmt_en#c-3959626-1362323,http://conference_es#c-9662016-0840354,0,0,0,0,0.296913,0,0,0,0,0,0
http://cmt_en#c-1384588-1366831,http://conference_es#c-9662016-0840354,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3017177-8896532,http://conference_es#c-9662016-0840354,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-8066557-3199962,http://conference_es#c-9662016-0840354,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-3387453-2881212,http://conference_es#c-9662016-0840354,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-6029021-0998116,http://conference_es#c-9662016-0840354,0,0,0,0,0.283629,0,0,0,0,0,0
http://cmt_en#c-5375467-1655905,http://conference_es#c-9662016-0840354,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4062369-5383392,http://conference_es#c-9662016-0840354,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-5409377-9286012,http://conference_es#c-9662016-0840354,0,0,0,0,0.283629,0,0,0,0,0,0
http://cmt_en#c-2074692-1147118,http://conference_es#c-9662016-0840354,0,0,0,0,0.786997,0,0,0,0,0,0
http://cmt_en#c-8707801-9291338,http://conference_es#c-9662016-0840354,0,0,0,0,0.786997,0,0,0.441661,0,0,0
http://cmt_en#c-3027646-3365825,http://conference_es#c-9662016-0840354,0,0,0,0,0.085196,0,0,0,0,0,0
http://cmt_en#c-5994448-5980560,http://conference_es#c-9662016-0840354,0,0,0,0,0.296913,0,0,0,0,0,0
http://cmt_en#c-5343668-8121191,http://conference_es#c-9662016-0840354,0,0,0,0,0.746227,0,0,0,0,0,0
http://cmt_en#c-0430420-0075813,http://conference_es#c-9662016-0840354,0,0,0,0,0.24515,0,0,0,0,0,0
http://cmt_en#c-8313706-4430806,http://conference_es#c-9662016-0840354,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2079829-2275666,http://conference_es#c-9662016-0840354,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-3969637-3563037,http://conference_es#c-9662016-0840354,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4413043-1523228,http://conference_es#c-9662016-0840354,0,0,0,0,0.24515,0,0,0,0,0,0
http://cmt_en#c-7224102-6220619,http://conference_es#c-9662016-0840354,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-1611583-0668331,http://conference_es#c-9248461-8079617,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-9519178-7885109,http://conference_es#c-9248461-8079617,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6062733-3218604,http://conference_es#c-9248461-8079617,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-3945313-3684065,http://conference_es#c-9248461-8079617,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-1819859-8467443,http://conference_es#c-9248461-8079617,0,0,0,0,0.746227,0.382864,0,0.192118,0,0,0
http://cmt_en#c-1998894-5296562,http://conference_es#c-9248461-8079617,0,0,0,0,0.713082,0.3041,0,0.441661,0,0,0
http://cmt_en#c-3355504-9442806,http://conference_es#c-9248461-8079617,0,0,0,0,0.786997,0.418822,0,0.500946,0,0,0
http://cmt_en#c-8693270-2767092,http://conference_es#c-9248461-8079617,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6817901-7377121,http://conference_es#c-9248461-8079617,0,0,0,0,0.90778,0.90778,0,0,0,0,0
http://cmt_en#c-2282104-8815481,http://conference_es#c-9248461-8079617,0,0,0,0,0.239926,0.124575,0,0,0,0,0
http://cmt_en#c-3959626-1362323,http://conference_es#c-9248461-8079617,0,0,0,0,0.296913,0.296913,0,0,0,0,0
http://cmt_en#c-1384588-1366831,http://conference_es#c-9248461-8079617,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3017177-8896532,http://conference_es#c-9248461-8079617,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-8066557-3199962,http://conference_es#c-9248461-8079617,0,0,0,0,0.90778,0.90778,0,0,0,0,0
http://cmt_en#c-3387453-2881212,http://conference_es#c-9248461-8079617,0,0,0,0,0.90778,0.90778,0,0,0,0,0
http://cmt_en#c-6029021-0998116,http://conference_es#c-9248461-8079617,0,0,0,0,0.283629,0.283629,0,0,0,0,0
http://cmt_en#c-5375467-1655905,http://conference_es#c-9248461-8079617,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4062369-5383392,http://conference_es#c-9248461-8079617,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-5409377-9286012,http://conference_es#c-9248461-8079617,0,0,0,0,0.283629,0.283629,0,0,0,0,0
http://cmt_en#c-2074692-1147118,http://conference_es#c-9248461-8079617,0,0,0,0,0.786997,0.418822,0,0,0,0,0
http://cmt_en#c-8707801-9291338,http://conference_es#c-9248461-8079617,0,0,0,0,0.786997,0.418822,0,0.441661,0,0,0
http://cmt_en#c-3027646-3365825,http://conference_es#c-9248461-8079617,0,0,0,0,0.085196,0.085196,0,0,0,0,0
http://cmt_en#c-5994448-5980560,http://conference_es#c-9248461-8079617,0,0,0,0,0.296913,0.296913,0,0,0,0,0
http://cmt_en#c-5343668-8121191,http://conference_es#c-9248461-8079617,0,0,0,0,0.746227,0.382864,0,0,0,0,0
http://cmt_en#c-0430420-0075813,http://conference_es#c-9248461-8079617,0,0,0,0,0.24515,0.134893,0,0,0,0,0
http://cmt_en#c-8313706-4430806,http://conference_es#c-9248461-8079617,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2079829-2275666,http://conference_es#c-9248461-8079617,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-3969637-3563037,http://conference_es#c-9248461-8079617,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4413043-1523228,http://conference_es#c-9248461-8079617,0,0,0,0,0.24515,0.134893,0,0,0,0,0
http://cmt_en#c-7224102-6220619,http://conference_es#c-9248461-8079617,0,0,0,0,0.90778,0.90778,0,0,0,0,0
http://cmt_en#c-1611583-0668331,http://conference_es#c-6631183-5532733,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-9519178-7885109,http://conference_es#c-6631183-5532733,0,0,0,0.692972,0,0,0.414066,0,0,0,0
http://cmt_en#c-6062733-3218604,http://conference_es#c-6631183-5532733,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-3945313-3684065,http://conference_es#c-6631183-5532733,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-1819859-8467443,http://conference_es#c-6631183-5532733,0,0,0,0,0.746227,0.382864,0,0.192118,0,0,0
http://cmt_en#c-1998894-5296562,http://conference_es#c-6631183-5532733,0,0,0,0,0.713082,0.3041,0,0.441661,0,0,0
http://cmt_en#c-3355504-9442806,http://conference_es#c-6631183-5532733,0,0,0,0,0.786997,0.418822,0,0.500946,0,0,0
http://cmt_en#c-8693270-2767092,http://conference_es#c-6631183-5532733,0,0,0,0.399808,0,0,0.390031,0,0,0,0
http://cmt_en#c-6817901-7377121,http://conference_es#c-6631183-5532733,0,0,0,0.724821,0.90778,0.90778,0.704783,0,0,0,0
http://cmt_en#c-2282104-8815481,http://conference_es#c-6631183-5532733,0,0,0,0,0.239926,0.124575,0,0,0,0,0
http://cmt_en#c-3959626-1362323,http://conference_es#c-6631183-5532733,0,0,0,0,0.296913,0.296913,0,0,0,0,0
http://cmt_en#c-1384588-1366831,http://conference_es#c-6631183-5532733,0,0,0,0.148659,0,0,0.148659,0,0,0,0
http://cmt_en#c-3017177-8896532,http://conference_es#c-6631183-5532733,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-8066557-3199962,http://conference_es#c-6631183-5532733,0,0,0,0.746118,0.90778,0.90778,0.760105,0,0,0,0
http://cmt_en#c-3387453-2881212,http://conference_es#c-6631183-5532733,0,0,0,0,0.90778,0.90778,0,0,0,0,0
http://cmt_en#c-6029021-0998116,http://conference_es#c-6631183-5532733,0,0,0,0.308217,0.283629,0.283629,0.308217,0,0,0,0
http://cmt_en#c-5375467-1655905,http://conference_es#c-6631183-5532733,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4062369-5383392,http://conference_es#c-6631183-5532733,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-5409377-9286012,http://conference_es#c-6631183-5532733,0,0,0,0,0.283629,0.283629,0,0,0,0,0
http://cmt_en#c-2074692-1147118,http://conference_es#c-6631183-5532733,0,0,0,0.535816,0.786997,0.418822,0.535816,0,0,0,0
http://cmt_en#c-8707801-9291338,http://conference_es#c-6631183-5532733,0,0,0,0,0.786997,0.418822,0,0.441661,0,0,0
http://cmt_en#c-3027646-3365825,http://conference_es#c-6631183-5532733,0,0,0,0,0.085196,0.085196,0,0,0,0,0
http://cmt_en#c-5994448-5980560,http://conference_es#c-6631183-5532733,0,0,0,0,0.296913,0.296913,0,0,0,0,0
http://cmt_en#c-5343668-8121191,http://conference_es#c-6631183-5532733,0,0,0,0,0.746227,0.382864,0,0,0,0,0
http://cmt_en#c-0430420-0075813,http://conference_es#c-6631183-5532733,0,0,0,0,0.24515,0.134893,0,0,0,0,0
http://cmt_en#c-8313706-4430806,http://conference_es#c-6631183-5532733,0,0,0,0.238829,0,0,0.238829,0,0,0,0
http://cmt_en#c-2079829-2275666,http://conference_es#c-6631183-5532733,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-3969637-3563037,http://conference_es#c-6631183-5532733,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4413043-1523228,http://conference_es#c-6631183-5532733,0,0,0,0,0.24515,0.134893,0,0,0,0,0
http://cmt_en#c-7224102-6220619,http://conference_es#c-6631183-5532733,0,0,0,0,0.90778,0.90778,0,0,0,0,0
http://cmt_en#c-1611583-0668331,http://conference_es#c-3279140-7074613,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-9519178-7885109,http://conference_es#c-3279140-7074613,0,0,0,0,0,0,0,0,0,0.170176,0
http://cmt_en#c-6062733-3218604,http://conference_es#c-3279140-7074613,0,0,0,0,0.279669,0,0,0,0,0.303319,0
http://cmt_en#c-3945313-3684065,http://conference_es#c-3279140-7074613,0,0,0,0,0.279669,0,0,0,0,0.262245,0
http://cmt_en#c-1819859-8467443,http://conference_es#c-3279140-7074613,0,0,0,0,0.341495,0.26968,0,0,0,0.206417,0
http://cmt_en#c-1998894-5296562,http://conference_es#c-3279140-7074613,0,0,0,0,0.379039,0.357885,0,0,0,0.3393,0
http://cmt_en#c-3355504-9442806,http://conference_es#c-3279140-7074613,0,0,0,0,0.304543,0.237851,0,0,0,0.351356,0
http://cmt_en#c-8693270-2767092,http://conference_es#c-3279140-7074613,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6817901-7377121,http://conference_es#c-3279140-7074613,0,0,0,0,0.279669,0.279669,0,0,0,0.170176,0
http://cmt_en#c-2282104-8815481,http://conference_es#c-3279140-7074613,0,0,0,0,0.420873,0.363545,0,0,0,0.280464,0
http://cmt_en#c-3959626-1362323,http://conference_es#c-3279140-7074613,0,0,0,0,0.434997,0.434997,0,0,0,0,0
http://cmt_en#c-1384588-1366831,http://conference_es#c-3279140-7074613,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3017177-8896532,http://conference_es#c-3279140-7074613,0,0,0,0,0,0,0,0,0,0.280464,0
http://cmt_en#c-8066557-3199962,http://conference_es#c-3279140-7074613,0,0,0,0,0.279669,0.279669,0,0,0,0.262245,0
http://cmt_en#c-3387453-2881212,http://conference_es#c-3279140-7074613,0,0,0,0,0.279669,0.279669,0,0,0,0.170176,0
http://cmt_en#c-6029021-0998116,http://conference_es#c-3279140-7074613,0,0,0,0,0.357074,0.357074,0,0,0,0.280464,0
http://cmt_en#c-5375467-1655905,http://conference_es#c-3279140-7074613,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4062369-5383392,http://conference_es#c-3279140-7074613,0,0,0,0,0.279669,0,0,0,0,0.317337,0
http://cmt_en#c-5409377-9286012,http://conference_es#c-3279140-7074613,0,0,0,0,0.357074,0.357074,0,0,0,0.418051,0
http://cmt_en#c-2074692-1147118,http://conference_es#c-3279140-7074613,0,0,0,0,0.304543,0.237851,0,0,0,0.231886,0
http://cmt_en#c-8707801-9291338,http://conference_es#c-3279140-7074613,0,0,0,0,0.304543,0.237851,0,0,0,0.3393,0
http://cmt_en#c-3027646-3365825,http://conference_es#c-3279140-7074613,0,0,0,0,0.06472,0.06472,0,0,0,0.290318,0
http://cmt_en#c-5994448-5980560,http://conference_es#c-3279140-7074613,0,0,0,0,0.434997,0.434997,0,0,0,0,0
http://cmt_en#c-5343668-8121191,http://conference_es#c-3279140-7074613,0,0,0,0,0.341495,0.26968,0,0,0,0.231886,0
http://cmt_en#c-0430420-0075813,http://conference_es#c-3279140-7074613,0,0,0,0,0.352176,0.246137,0,0,0,0.418051,0
http://cmt_en#c-8313706-4430806,http://conference_es#c-3279140-7074613,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2079829-2275666,http://conference_es#c-3279140-7074613,0,0,0,0,0.279669,0,0,0,0,0.262245,0
http://cmt_en#c-3969637-3563037,http://conference_es#c-3279140-7074613,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4413043-1523228,http://conference_es#c-3279140-7074613,0,0,0,0,0.352176,0.246137,0,0,0,0.418051,0
http://cmt_en#c-7224102-6220619,http://conference_es#c-3279140-7074613,0,0,0,0,0.279669,0.279669,0,0,0,0.249212,0
http://cmt_en#c-1611583-0668331,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-9519178-7885109,http://conference_es#c-5309541-8286337,0,0,0,0.482194,0,0,0.250929,0,0,0.283629,0
http://cmt_en#c-6062733-3218604,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.29253,0
http://cmt_en#c-3945313-3684065,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.29221,0
http://cmt_en#c-1819859-8467443,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.219914,0
http://cmt_en#c-1998894-5296562,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.34327,0
http://cmt_en#c-3355504-9442806,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.239806,0
http://cmt_en#c-8693270-2767092,http://conference_es#c-5309541-8286337,0,0,0,0.713626,0,0,0.596989,0,0,0,1
http://cmt_en#c-6817901-7377121,http://conference_es#c-5309541-8286337,0,0,0,0.485623,0,0,0.352468,0,0,0.283629,0
http://cmt_en#c-2282104-8815481,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.3041,0
http://cmt_en#c-3959626-1362323,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-1384588-1366831,http://conference_es#c-5309541-8286337,0,0,0,0.513373,0,0,0.312754,0,0,0,0
http://cmt_en#c-3017177-8896532,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.3041,0
http://cmt_en#c-8066557-3199962,http://conference_es#c-5309541-8286337,0,0,0,0.508163,0,0,0.346981,0,0,0.29221,0
http://cmt_en#c-3387453-2881212,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.283629,0
http://cmt_en#c-6029021-0998116,http://conference_es#c-5309541-8286337,0,0,0,0.482094,0,0,0.475214,0,0,0.3041,0
http://cmt_en#c-5375467-1655905,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4062369-5383392,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.321939,0
http://cmt_en#c-5409377-9286012,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.412817,0
http://cmt_en#c-2074692-1147118,http://conference_es#c-5309541-8286337,0,0,0,0.412919,0,0,0.294318,0,0,0.237519,0
http://cmt_en#c-8707801-9291338,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.34327,0
http://cmt_en#c-3027646-3365825,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.320486,0
http://cmt_en#c-5994448-5980560,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-5343668-8121191,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.237519,0
http://cmt_en#c-0430420-0075813,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.412817,0
http://cmt_en#c-8313706-4430806,http://conference_es#c-5309541-8286337,0,0,0,0.430948,0,0,0.43171,0,0,0,0
http://cmt_en#c-2079829-2275666,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.29221,0
http://cmt_en#c-3969637-3563037,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4413043-1523228,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.412817,0
http://cmt_en#c-7224102-6220619,http://conference_es#c-5309541-8286337,0,0,0,0,0,0,0,0,0,0.350848,0
http://cmt_en#c-1611583-0668331,http://conference_es#c-0465175-0380984,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-9519178-7885109,http://conference_es#c-0465175-0380984,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6062733-3218604,http://conference_es#c-0465175-0380984,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-3945313-3684065,http://conference_es#c-0465175-0380984,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-1819859-8467443,http://conference_es#c-0465175-0380984,0,0,0,0,0.746227,0,0,0.192118,0,0,0
http://cmt_en#c-1998894-5296562,http://conference_es#c-0465175-0380984,0,0,0,0,0.713082,0,0,0.441661,0,0,0
http://cmt_en#c-3355504-9442806,http://conference_es#c-0465175-0380984,0,0,0,0,0.786997,0,0,0.500946,0,0,0
http://cmt_en#c-8693270-2767092,http://conference_es#c-0465175-0380984,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-6817901-7377121,http://conference_es#c-0465175-0380984,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-2282104-8815481,http://conference_es#c-0465175-0380984,0,0,0,0,0.239926,0,0,0,0,0,0
http://cmt_en#c-3959626-1362323,http://conference_es#c-0465175-0380984,0,0,0,0,0.296913,0,0,0,0,0,0
http://cmt_en#c-1384588-1366831,http://conference_es#c-0465175-0380984,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-3017177-8896532,http://conference_es#c-0465175-0380984,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-8066557-3199962,http://conference_es#c-0465175-0380984,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-3387453-2881212,http://conference_es#c-0465175-0380984,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-6029021-0998116,http://conference_es#c-0465175-0380984,0,0,0,0,0.283629,0,0,0,0,0,0
http://cmt_en#c-5375467-1655905,http://conference_es#c-0465175-0380984,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4062369-5383392,http://conference_es#c-0465175-0380984,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-5409377-9286012,http://conference_es#c-0465175-0380984,0,0,0,0,0.283629,0,0,0,0,0,0
http://cmt_en#c-2074692-1147118,http://conference_es#c-0465175-0380984,0,0,0,0,0.786997,0,0,0,0,0,0
http://cmt_en#c-8707801-9291338,http://conference_es#c-0465175-0380984,0,0,0,0,0.786997,0,0,0.441661,0,0,0
http://cmt_en#c-3027646-3365825,http://conference_es#c-0465175-0380984,0,0,0,0,0.085196,0,0,0,0,0,0
http://cmt_en#c-5994448-5980560,http://conference_es#c-0465175-0380984,0,0,0,0,0.296913,0,0,0,0,0,0
http://cmt_en#c-5343668-8121191,http://conference_es#c-0465175-0380984,0,0,0,0,0.746227,0,0,0,0,0,0
http://cmt_en#c-0430420-0075813,http://conference_es#c-0465175-0380984,0,0,0,0,0.24515,0,0,0,0,0,0
http://cmt_en#c-8313706-4430806,http://conference_es#c-0465175-0380984,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-2079829-2275666,http://conference_es#c-0465175-0380984,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-3969637-3563037,http://conference_es#c-0465175-0380984,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-4413043-1523228,http://conference_es#c-0465175-0380984,0,0,0,0,0.24515,0,0,0,0,0,0
http://cmt_en#c-7224102-6220619,http://conference_es#c-0465175-0380984,0,0,0,0,0.90778,0,0,0,0,0,0
http://cmt_en#c-1611583-0668331,http://conference_es#c-6178838-7232718,0,0,0,0,0,0,0,0,0,0,0
http://cmt_en#c-9519178-7885109,http://conference_es#c-6178838-7232718,0,0,0,0.457731,0,0,0,0,0,0.283629,0
http://cmt_en#c-6062733-3218604,http://conference_es#c-6178838-7232718,0,0,0,0,0,0,0,0,0,0.29253,0
http://cmt_en#c-3945313-3684065,http://conference_es#c-6178838-7232718,0,0,0,0,0,0,0,0,0,0.29221,0
http://cmt_en#c-1819859-8467443,http://conference_es#c-6178838-7232718,0,0,0,0,0,0,0,0,0,0.219914,0
http://cmt_en#c-1998894-5296562,http://conference_es#c-6178838-7232718,0,0,0,0,0,0,0,0,0,0.34327,0
http://cmt_en#c-3355504-9442806,http://conference_es#c-6178838-7232718,0,0,0,0,0,0,0,0,0,0.239806,0
http://cmt_en#c-8693270-2767092,http://conference_es#c-6178838-7232718,0,0,0,0.65901,0,0,0,0,0,0,0
http://cmt_en#c-6817901-7377121,http://conference_es#c-6178838-7232718,0,0,0,0.477192,0,0,0,0,0,0.283629,0
http://cmt_en#c-2282104-8815481,http://conference_es#c-6178838-7232718,0,0,0,0,0,0,0,0,0,0.3041,0
